Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition
291477,Hospitalisation,2016,February,Tuesday,13,Angle,Multi-Vehicle,153.071123,-27.494202,Albert St,Ernest St,Camp Hill,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Camp Hill,Carindale,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291478,Medical treatment,2016,February,Tuesday,15,Rear-end,Multi-Vehicle,153.011333,-27.46248,Hale St,,Paddington,Brisbane City,4064,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291479,Medical treatment,2016,February,Tuesday,17,Sideswipe,Multi-Vehicle,153.04246,-27.443567,Edmund St,Ross St,Newstead,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291480,Medical treatment,2016,February,Tuesday,17,Rear-end,Multi-Vehicle,152.963446,-27.504418,Western Arterial Rd,,Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Ryan,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291481,Medical treatment,2016,February,Tuesday,8,Rear-end,Multi-Vehicle,153.0979146,-27.46029701,Creek Rd,,Murarrie,Brisbane City,4172,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major cities,Bulimba,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291482,Medical treatment,2016,February,Tuesday,13,Angle,Multi-Vehicle,153.040332,-27.558939,Griffith Arterial Rd,Orange Grove Rd,Salisbury,Brisbane City,4107,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Coopers Plains,Nathan,Brisbane - South,Major cities,Sunnybank,Moreton,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291483,Medical treatment,2016,February,Tuesday,8,Hit pedestrian,Hit pedestrian,153.050103,-27.347484,Durham Pl,Haywal St,Taigum,Brisbane City,4018,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
291509,Medical treatment,2016,February,Tuesday,5,Overturned,Single Vehicle,153.043128,-27.604384,Algester Rd,Mt Lindesay Art. Rd,Calamvale,Brisbane City,4115,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Stretton,Oxley,State-controlled,Intersection - T-Junction,Operating traffic lights,80 - 90 km/h,Sealed - Wet,Raining,Dawn/Dusk
291510,Medical treatment,2016,February,Wednesday,12,Angle,Multi-Vehicle,153.0264099,-27.46167735,Leichhardt St,Wharf St,Spring Hill,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Spring Hill,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291511,Medical treatment,2016,February,Wednesday,17,Rear-end,Multi-Vehicle,153.038816,-27.507019,Pacific Hwy,South East Arterial Rd,Greenslopes,Brisbane City,4120,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,Intersection - Interchange,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291512,Hospitalisation,2016,February,Wednesday,10,Angle,Multi-Vehicle,153.029579,-27.446014,Bowen Bridge Rd,Butterfield St,Herston,Brisbane City,4029,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Kelvin Grove - Herston,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291513,Medical treatment,2016,February,Wednesday,16,Fall from vehicle,Single Vehicle,153.004107,-27.598532,Camden Rd,Sherbrooke Rd,Willawong,Brisbane City,4110,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Pallara - Willawong,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
291514,Medical treatment,2016,February,Wednesday,6,Rear-end,Multi-Vehicle,153.0130655,-27.64206199,Logan Mwy,,Larapinta,Brisbane City,4110,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Pallara - Willawong,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291515,Hospitalisation,2016,February,Wednesday,5,Angle,Multi-Vehicle,152.995335,-27.482016,Land St,Sylvan Rd,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291516,Hospitalisation,2016,February,Wednesday,17,Rear-end,Multi-Vehicle,152.979082,-27.553529,Cook St,Oxley Rd,Oxley,Brisbane City,4075,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Oxley (qld),Forest Lake - Oxley,Ipswich,Major cities,Mount Ommaney,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
291517,Medical treatment,2016,February,Wednesday,7,Rear-end,Multi-Vehicle,153.131701,-27.547122,Redland Sub-Arterial Rd,,Mackenzie,Brisbane City,4156,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Rochedale - Burbank,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291521,Minor injury,2016,February,Wednesday,8,Rear-end,Multi-Vehicle,153.164186,-27.559153,Redland Sub-Arterial Rd,,Burbank,Brisbane City,4156,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Rochedale - Burbank,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
291523,Medical treatment,2016,February,Wednesday,14,Angle,Multi-Vehicle,153.042357,-27.38984,Gumbrae St,Pfingst Rd,Wavell Heights,Brisbane City,4012,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
291545,Medical treatment,2016,February,Wednesday,16,Rear-end,Multi-Vehicle,153.047521,-27.64745,Logan Mwy,,Drewvale,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Parkinson - Drewvale,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Stretton,Moreton,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291547,Medical treatment,2016,February,Wednesday,9,Hit pedestrian,Hit pedestrian,152.952943,-27.570464,Winslow St,,Darra,Brisbane City,4076,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Darra - Sumner,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291548,Minor injury,2016,February,Wednesday,5,Hit object,Single Vehicle,152.956315,-27.5492299,Flindersia Cres,,Seventeen Mile Rocks,Brisbane City,4073,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Seventeen Mile Rocks - Sinnamon Park,Centenary,Brisbane - West,Major cities,Mount Ommaney,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
291549,Medical treatment,2016,February,Wednesday,14,Angle,Multi-Vehicle,152.980289,-27.568796,Blunder Rd,Factory Rd,Oxley,Brisbane City,4075,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Oxley (qld),Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291550,Medical treatment,2016,February,Wednesday,23,Angle,Multi-Vehicle,152.932228,-27.604085,Boundary Rd,Formation St,Wacol,Brisbane City,4076,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Wacol,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291551,Medical treatment,2016,February,Thursday,14,Angle,Multi-Vehicle,153.014052,-27.523707,Fairfield Rd,King Arthur Tce,Yeerongpilly,Brisbane City,4105,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291552,Hospitalisation,2016,February,Thursday,8,Hit pedestrian,Hit pedestrian,153.07299,-27.51639,Cavendish Rd,,Holland Park,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Holland Park,Holland Park - Yeronga,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291553,Medical treatment,2016,February,Thursday,19,Angle,Multi-Vehicle,152.974399,-27.496984,Moggill Rd,,Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Ryan,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291554,Hospitalisation,2016,February,Thursday,7,Angle,Multi-Vehicle,153.063499,-27.486713,Bennetts Rd,Temple St,Camp Hill,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Camp Hill,Carindale,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291555,Hospitalisation,2016,February,Thursday,6,Head-on,Multi-Vehicle,153.0591286,-27.4689134,Hawthorne Rd,,Hawthorne,Brisbane City,4171,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Hawthorne,Brisbane Inner - East,Brisbane Inner City,Major cities,Bulimba,Griffith,Locally-controlled,No Roadway Feature,Police,60 km/h,Sealed - Dry,Clear,Daylight
291556,Hospitalisation,2016,February,Thursday,16,Sideswipe,Multi-Vehicle,153.010179,-27.328596,Telegraph Rd,Wakefield St,Bald Hills,Brisbane City,4036,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Bald Hills,Bald Hills - Everton Park,Brisbane - North,Major cities,Aspley,Petrie,Locally-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291557,Minor injury,2016,February,Thursday,12,Rear-end,Multi-Vehicle,153.02817,-27.341843,Carselgrove Ave,Warrumbungle Pde,Fitzgibbon,Brisbane City,4018,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major cities,Sandgate,Petrie,Locally-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291561,Hospitalisation,2016,February,Thursday,7,Fall from vehicle,Single Vehicle,153.0950161,-27.38755537,Gateway Arterial Rd,,Banyo,Brisbane City,4014,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane Airport,Nundah,Brisbane - North,Major cities,Clayfield,Lilley,State-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291581,Medical treatment,2016,February,Friday,8,Angle,Multi-Vehicle,153.014412,-27.517984,Avoca St,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291582,Medical treatment,2016,February,Friday,16,Rear-end,Multi-Vehicle,153.0109775,-27.46479853,Hale St,,Petrie Terrace,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291583,Medical treatment,2016,February,Friday,17,Rear-end,Multi-Vehicle,153.0387568,-27.31625788,Bracken St,Gawain Rd,Bracken Ridge,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Bracken Ridge,Sandgate,Brisbane - North,Major cities,Sandgate,Petrie,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291590,Hospitalisation,2016,February,Friday,9,Angle,Multi-Vehicle,153.036427,-27.415468,Airport Link,East - West Arterial Rd,Lutwyche,Brisbane City,4030,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Wooloowin - Lutwyche,Brisbane Inner - North,Brisbane Inner City,Major cities,Stafford,Lilley,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291591,Hospitalisation,2016,February,Friday,9,Hit object,Single Vehicle,152.943263,-27.427398,Settlement Rd,,Keperra,Brisbane City,4054,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Keperra,The Gap - Enoggera,Brisbane - West,Major cities,Ferny Grove,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291609,Minor injury,2016,February,Saturday,1,Hit object,Single Vehicle,153.007213,-27.46694,Black St,,Milton,Brisbane City,4064,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Paddington - Milton,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
291610,Minor injury,2016,February,Saturday,19,Rear-end,Multi-Vehicle,153.0218254,-27.47206487,Victoria Bridge,,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,State-controlled,Bridge/Causeway,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
291611,Minor injury,2016,February,Saturday,20,Angle,Multi-Vehicle,152.971442,-27.610124,Brooklands Crct,Laricina Crct,Forest Lake,Brisbane City,4078,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Forest Lake - Doolandella,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291612,Hospitalisation,2016,February,Saturday,15,Angle,Multi-Vehicle,153.0692562,-27.56153685,Griffith Arterial Rd,,Macgregor,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Macgregor (qld),Mt Gravatt,Brisbane - South,Major cities,Sunnybank,Moreton,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291613,Medical treatment,2016,February,Saturday,8,Sideswipe,Multi-Vehicle,153.0410716,-27.48051654,Wellington Rd,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291646,Hospitalisation,2016,February,Sunday,14,Angle,Multi-Vehicle,153.043303,-27.604311,Algester Rd,Mt Lindesay Art. Rd,Sunnybank Hills,Brisbane City,4109,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank Hills,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,State-controlled,Intersection - T-Junction,Operating traffic lights,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291647,Medical treatment,2016,February,Sunday,11,Angle,Multi-Vehicle,153.101492,-27.495018,Creek Rd,Cuthred St,Carindale,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major cities,Chatsworth,Bonner,Locally-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
291648,Hospitalisation,2016,February,Sunday,15,Hit pedestrian,Hit pedestrian,153.013477,-27.466479,Petrie Tce,Upper Roma St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291649,Medical treatment,2016,February,Sunday,6,Angle,Multi-Vehicle,152.987394,-27.59639,Blunder Rd,Inala Ave,Durack,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Durack,Forest Lake - Oxley,Ipswich,Major cities,Sunnybank,Oxley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291650,Hospitalisation,2016,February,Sunday,12,Angle,Multi-Vehicle,152.987886,-27.480533,Quinn St,Sylvan Rd,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,Locally-controlled,Intersection - Cross,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291651,Hospitalisation,2016,February,Sunday,22,Angle,Multi-Vehicle,153.07044,-27.572805,Comley St,Granadilla St,Macgregor,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291675,Medical treatment,2016,February,Monday,8,Rear-end,Multi-Vehicle,153.064878,-27.590091,Beenleigh Rd,Gowan Rd,Sunnybank Hills,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank Hills,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291676,Hospitalisation,2016,February,Monday,11,Rear-end,Multi-Vehicle,153.026824,-27.586002,Mt Lindesay Art. Rd,,Acacia Ridge,Brisbane City,4110,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Oxley,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
291677,Medical treatment,2016,February,Monday,22,Angle,Multi-Vehicle,153.092437,-27.543569,Broadwater Rd,Newnham Rd,Mount Gravatt East,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mansfield (qld),Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291678,Medical treatment,2016,February,Monday,1,Hit object,Single Vehicle,152.974049,-27.5830076,Cypress St,,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
291679,Hospitalisation,2016,February,Monday,21,Hit object,Single Vehicle,153.020376,-27.550671,Beaudesert Rd,,Rocklea,Brisbane City,4106,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
