Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition
281753,Medical treatment,2015,April,Wednesday,12,Sideswipe,Multi-Vehicle,153.031423,-27.390381,Gympie Arterial Rd,,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major cities,Stafford,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281754,Hospitalisation,2015,April,Wednesday,8,Sideswipe,Multi-Vehicle,153.001603,-27.35933872,Albany Creek Sub-Arterial Rd,,Bridgeman Downs,Brisbane City,4035,Albany Creek,North Brisbane,Brisbane,SEQ North,Metropolitan,Bridgeman Downs,Bald Hills - Everton Park,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281757,Medical treatment,2015,April,Wednesday,16,Rear-end,Multi-Vehicle,152.9977845,-27.41999725,Pickering St,,Enoggera,Brisbane City,4051,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera,The Gap - Enoggera,Brisbane - West,Major cities,Ashgrove,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
281777,Medical treatment,2015,April,Wednesday,4,Angle,Multi-Vehicle,152.980316,-27.566463,Blunder Rd,Ipswich Rd,Oxley,Brisbane City,4075,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Oxley (qld),Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
281778,Medical treatment,2015,April,Thursday,10,Angle,Multi-Vehicle,153.014734,-27.521744,Cardross St,Fairfield Rd,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight
281779,Hospitalisation,2015,April,Thursday,8,Fall from vehicle,Single Vehicle,153.03574,-27.459051,Brunswick St,Mclachlan St,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Wet,Raining,Daylight
281780,Medical treatment,2015,April,Thursday,23,Angle,Multi-Vehicle,153.028971,-27.450014,Bowen Bridge Rd,Herston Rd,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
281781,Medical treatment,2015,April,Thursday,15,Angle,Multi-Vehicle,153.064777,-27.533694,Nursery Rd,,Holland Park West,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mount Gravatt,Mt Gravatt,Brisbane - South,Major cities,Greenslopes,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk
281782,Hospitalisation,2015,April,Thursday,11,Sideswipe,Multi-Vehicle,153.111761,-27.535122,Wecker Rd,,Mansfield,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mansfield (qld),Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight
281783,Minor injury,2015,April,Thursday,15,Angle,Multi-Vehicle,152.979116,-27.499704,Central Ave,Ward St,Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Ryan,Locally-controlled,Intersection - Cross,Stop sign,0 - 50 km/h,Sealed - Wet,Raining,Daylight
281784,Medical treatment,2015,April,Thursday,18,Head-on,Multi-Vehicle,152.942632,-27.522742,Kenmore Rd,Sunset Rd,Kenmore,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Kenmore,Kenmore - Brookfield - Moggill,Brisbane - West,Major cities,Moggill,Ryan,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
281785,Medical treatment,2015,April,Thursday,17,Rear-end,Multi-Vehicle,153.032636,-27.545171,Evans Rd,,Salisbury,Brisbane City,4107,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Salisbury - Nathan,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight
281786,Medical treatment,2015,April,Thursday,9,Angle,Multi-Vehicle,153.090311,-27.555851,Mt Gravatt - Capalaba Rd,Redland Sub-Arterial Rd,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Wishart,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight
281787,Medical treatment,2015,April,Thursday,16,Rear-end,Multi-Vehicle,153.092212,-27.575831,Logan Sub-Arterial Rd,Miles Platting Rd,Eight Mile Plains,Brisbane City,4113,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Eight Mile Plains,Mt Gravatt,Brisbane - South,Major cities,Sunnybank,Moreton,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Daylight
281801,Medical treatment,2015,April,Thursday,18,Angle,Multi-Vehicle,153.052,-27.421717,Adelaide St,Sandgate Rd,Clayfield,Brisbane City,4011,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Clayfield,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
281802,Medical treatment,2015,April,Thursday,15,Rear-end,Multi-Vehicle,153.102409,-27.394258,Bert Hinkler Dr,Ivy May Wy,Brisbane Airport,Brisbane City,4009,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane Airport,Nundah,Brisbane - North,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight
281803,Medical treatment,2015,April,Thursday,8,Rear-end,Multi-Vehicle,153.075543,-27.403261,Gateway Arterial Rd,,Nundah,Brisbane City,4009,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane Airport,Nundah,Brisbane - North,Major cities,Clayfield,Lilley,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
281804,Medical treatment,2015,April,Thursday,15,Rear-end,Multi-Vehicle,153.093863,-27.380423,Gateway Arterial Rd,,Banyo,Brisbane City,4014,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Nudgee - Banyo,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight
281840,Medical treatment,2015,May,Friday,18,Hit object,Single Vehicle,153.023627,-27.59335,Bellamy St,,Acacia Ridge,Brisbane City,4110,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Lighted
281841,Medical treatment,2015,May,Friday,17,Hit object,Single Vehicle,153.080901,-27.599746,Persse Rd,,Runcorn,Brisbane City,4113,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Runcorn,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight
281842,Medical treatment,2015,May,Friday,17,Rear-end,Multi-Vehicle,153.070925,-27.611658,Compton Rd,,Runcorn,Brisbane City,4113,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Runcorn,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Wet,Raining,Dawn/Dusk
281843,Medical treatment,2015,May,Friday,13,Rear-end,Multi-Vehicle,153.051981,-27.50992,Ridge St,,Greenslopes,Brisbane City,4120,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Daylight
281844,Hospitalisation,2015,May,Friday,19,Hit pedestrian,Hit pedestrian,153.040355,-27.452724,Ann St,Commercial Rd,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
281845,Hospitalisation,2015,May,Friday,9,Hit pedestrian,Hit pedestrian,153.046138,-27.467156,Brunswick St,Merthyr Rd,New Farm,Brisbane City,4005,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,New Farm,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight
281846,Hospitalisation,2015,May,Friday,7,Angle,Multi-Vehicle,153.078942,-27.466266,Junction Rd,Kates St,Morningside,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Cannon Hill,Carindale,Brisbane - South,Major cities,Bulimba,Griffith,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight
281847,Medical treatment,2015,May,Friday,16,Rear-end,Multi-Vehicle,153.062133,-27.291538,Beaconsfield Tce,Hornibrook Hwy,Brighton,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Brighton (qld),Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
281848,Hospitalisation,2015,May,Friday,3,Hit object,Single Vehicle,153.047403,-27.313773,Gateway Arterial Rd,,Sandgate,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Bracken Ridge,Sandgate,Brisbane - North,Major cities,Sandgate,Petrie,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Lighted
281849,Hospitalisation,2015,May,Friday,16,Hit pedestrian,Hit pedestrian,153.061531,-27.570832,Zamia St,,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Robertson,Nathan,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Daylight
281850,Hospitalisation,2015,May,Friday,15,Hit pedestrian,Hit pedestrian,153.026541,-27.483066,Dock St,Vulture St,South Brisbane,Brisbane City,4101,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight
281851,Hospitalisation,2015,May,Friday,18,Angle,Multi-Vehicle,153.021182,-27.481899,Merivale St,Tribune St,South Brisbane,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
281852,Medical treatment,2015,May,Friday,19,Angle,Multi-Vehicle,153.0286963,-27.36229633,Brassington St,Funnell St,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Not lighted
281853,Hospitalisation,2015,May,Friday,15,Hit pedestrian,Hit pedestrian,153.023253,-27.373318,Gympie Arterial Rd,Webster Rd,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Wet,Raining,Daylight
281854,Medical treatment,2015,May,Friday,17,Rear-end,Multi-Vehicle,153.013855,-27.350438,Gympie Arterial Rd,,Carseldine,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Carseldine,Bald Hills - Everton Park,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Raining,Dawn/Dusk
281855,Minor injury,2015,May,Friday,19,Hit object,Single Vehicle,152.988861,-27.379557,Beckett Rd,Hamilton Rd,Mcdowall,Brisbane City,4053,Albany Creek,North Brisbane,Brisbane,SEQ North,Metropolitan,Mcdowall,Bald Hills - Everton Park,Brisbane - North,Major cities,Aspley,Petrie,Locally-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Wet,Raining,Daylight
281869,Medical treatment,2015,May,Friday,11,Rear-end,Multi-Vehicle,153.036442,-27.416283,Lutwyche Rd,,Lutwyche,Brisbane City,4030,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Wooloowin - Lutwyche,Brisbane Inner - North,Brisbane Inner City,Major cities,Stafford,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight
281894,Medical treatment,2015,May,Friday,9,Head-on,Multi-Vehicle,153.050355,-27.619454,Mt Lindesay Art. Rd,,Calamvale,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Stretton,Moreton,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight
281896,Hospitalisation,2015,May,Saturday,23,Angle,Multi-Vehicle,152.959463,-27.591924,Archerfield Rd,Pine Rd,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
281897,Hospitalisation,2015,May,Saturday,23,Hit object,Single Vehicle,153.007093,-27.563735,Ashover Rd,,Rocklea,Brisbane City,4106,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted
281898,Medical treatment,2015,May,Saturday,12,Hit pedestrian,Hit pedestrian,153.036636,-27.500131,Tottenham St,Wolseley St,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
281903,Medical treatment,2015,May,Saturday,10,Sideswipe,Multi-Vehicle,153.179412,-27.5126914,New Cleveland Rd,,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major cities,Chatsworth,Bonner,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
281904,Medical treatment,2015,May,Saturday,6,Sideswipe,Multi-Vehicle,153.031894,-27.433306,Bowen St,Lutwyche Rd,Windsor,Brisbane City,4030,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Windsor,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Daylight
281905,Hospitalisation,2015,May,Saturday,13,Angle,Multi-Vehicle,153.022803,-27.436921,Newmarket Rd,Noble St,Wilston,Brisbane City,4051,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Windsor,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281923,Minor injury,2015,May,Sunday,10,Sideswipe,Multi-Vehicle,153.046506,-27.451624,Longland St,Wyandra St,Teneriffe,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281924,Medical treatment,2015,May,Sunday,6,Fall from vehicle,Single Vehicle,153.05764,-27.329149,Sandgate Sub-Arterial Rd,,Deagon,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Deagon,Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281925,Hospitalisation,2015,May,Sunday,11,Rear-end,Multi-Vehicle,153.037256,-27.364472,Crowley St,Murphy Rd,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,Intersection - T-Junction,Pedestrian operated lights,60 km/h,Sealed - Dry,Clear,Daylight
281926,Minor injury,2015,May,Sunday,8,Angle,Multi-Vehicle,153.017053,-27.365196,Albany Creek Sub-Arterial Rd,Gympie Arterial Rd,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,Intersection - T-Junction,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight
281943,Medical treatment,2015,May,Sunday,11,Angle,Multi-Vehicle,152.927812,-27.555635,Horizon Dr,,Middle Park,Brisbane City,4074,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Middle Park - Jamboree Heights,Centenary,Brisbane - West,Major cities,Mount Ommaney,Ryan,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281944,Medical treatment,2015,May,Monday,3,Angle,Multi-Vehicle,153.0441968,-27.59743291,Hellawell Rd,Jackson Rd,Sunnybank Hills,Brisbane City,4109,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank Hills,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
281945,Medical treatment,2015,May,Monday,9,Rear-end,Multi-Vehicle,153.040838,-27.438231,Abbotsford Rd,,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281946,Medical treatment,2015,May,Monday,16,Fall from vehicle,Single Vehicle,153.0437663,-27.45185962,Doggett St,,Newstead,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281947,Medical treatment,2015,May,Monday,15,Rear-end,Multi-Vehicle,153.065201,-27.5436068,Circular Dr,,Mount Gravatt,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mount Gravatt,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,Pedestrian crossing sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
281948,Hospitalisation,2015,May,Monday,12,Hit pedestrian,Hit pedestrian,153.078726,-27.537642,Logan Rd,,Mount Gravatt,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mount Gravatt,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281949,Hospitalisation,2015,May,Monday,17,Hit pedestrian,Hit pedestrian,152.971519,-27.59631,Hyacinth St,Inala Ave,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Smoke/Dust,Dawn/Dusk
281950,Medical treatment,2015,May,Monday,16,Rear-end,Multi-Vehicle,152.993114,-27.4863177,Benson St,High St,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
281951,Medical treatment,2015,May,Monday,9,Rear-end,Multi-Vehicle,153.054948,-27.559366,Griffith Arterial Rd,,Robertson,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Salisbury - Nathan,Nathan,Brisbane - South,Major cities,Sunnybank,Moreton,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
281952,Medical treatment,2015,May,Monday,13,Hit object,Single Vehicle,153.1250917,-27.58097114,Rochedale Rd,,Rochedale,Brisbane City,4123,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Rochedale - Burbank,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
281953,Medical treatment,2015,May,Monday,14,Rear-end,Multi-Vehicle,153.100766,-27.584831,Gateway Art Rd On Ramp,Logan Sub-Arterial Rd,Eight Mile Plains,Brisbane City,4113,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Eight Mile Plains,Mt Gravatt,Brisbane - South,Major cities,Stretton,Moreton,State-controlled,Intersection - Interchange,Operating traffic lights,80 - 90 km/h,Sealed - Dry,Clear,Daylight
281954,Medical treatment,2015,May,Monday,17,Rear-end,Multi-Vehicle,153.0879318,-27.56859497,South East Arterial Rd,,Eight Mile Plains,Brisbane City,4113,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Eight Mile Plains,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
281955,Medical treatment,2015,May,Monday,4,Rear-end,Multi-Vehicle,153.035968,-27.486534,Ipswich Rd,Stanley St,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
281956,Medical treatment,2015,May,Monday,6,Rear-end,Multi-Vehicle,153.01977,-27.491382,Gladstone Rd,,Highgate Hill,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,Highgate Hill,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,Pedestrian crossing sign,60 km/h,Sealed - Dry,Clear,Daylight
281965,Minor injury,2015,May,Monday,8,Sideswipe,Multi-Vehicle,153.042908,-27.432316,Crosby Rd,Frodsham St,Albion,Brisbane City,4010,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Albion,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - 5+ way,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
281966,Medical treatment,2015,May,Monday,7,Rear-end,Multi-Vehicle,153.054374,-27.419504,Sandgate Rd,Wagner Rd,Clayfield,Brisbane City,4011,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Clayfield,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281967,Hospitalisation,2015,May,Monday,11,Angle,Multi-Vehicle,152.972782,-27.412683,Samford Sub-Arterial Rd,University Rd,Mitchelton,Brisbane City,4053,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Mitchelton,The Gap - Enoggera,Brisbane - West,Major cities,Everton,Brisbane,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281986,Hospitalisation,2015,May,Tuesday,6,Hit pedestrian,Hit pedestrian,153.031315,-27.513099,Ipswich Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major cities,Yeerongpilly,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
281987,Medical treatment,2015,May,Tuesday,15,Angle,Multi-Vehicle,152.946329,-27.438784,Chaprowe Rd,Tilquin St,The Gap,Brisbane City,4061,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,The Gap,The Gap - Enoggera,Brisbane - West,Major cities,Ashgrove,Ryan,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
281988,Medical treatment,2015,May,Tuesday,17,Rear-end,Multi-Vehicle,153.099751,-27.505344,Creek Rd,Winstanley St,Carindale,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major cities,Chatsworth,Bonner,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
